age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name,industry
33,1,Month-to-month,,TEL_3091-FYHKI,No,No,,Male,DSL,,35.45,No phone service,No,No,Yes,No,Electronic check,No,,,,,0,Yes,No,,No,1,35.45,,,,Telecom
46,1,Month-to-month,,TEL_2372-HWUHI,No,No,,Male,DSL,,44.35,No,No,No,No,No,Electronic check,Yes,,,,,0,No,No,,No,2,81.25,,,,Telecom
60,0,Two year,,TEL_7799-LGRDP,No,No internet service,,Female,No,,25.7,Yes,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,43,1188.2,,,,Telecom
49,0,Month-to-month,,TEL_7850-VWJUU,No,No,,Female,Fiber optic,,75.0,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,No,,No,23,1778.5,,,,Telecom
67,0,Two year,,TEL_3774-VBNXY,Yes,No internet service,,Female,No,,20.2,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,64,1277.75,,,,Telecom
59,0,Two year,,TEL_6217-KDYWC,Yes,No internet service,,Male,No,,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,57,1170.55,,,,Telecom
43,1,Month-to-month,,TEL_0390-DCFDQ,No,No,,Female,Fiber optic,,70.45,No,No,No,Yes,Yes,Mailed check,Yes,,,,,1,No,No,,No,1,70.45,,,,Telecom
40,0,Two year,,TEL_3146-MSEGF,Yes,Yes,,Female,DSL,,88.05,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,1,Yes,Yes,,Yes,72,6425.65,,,,Telecom
34,1,Month-to-month,,TEL_4080-OGPJL,No,No,,Female,DSL,,71.15,Yes,No,Yes,No,No,Electronic check,Yes,,,,,0,Yes,No,,Yes,8,563.65,,,,Telecom
70,0,Two year,,TEL_1095-WGNGG,No,No,,Female,Fiber optic,,101.05,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,61,5971.25,,,,Telecom
21,0,One year,,TEL_2636-SJDOU,No,No,,Male,Fiber optic,,84.3,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,64,5289.05,,,,Telecom
27,0,Two year,,TEL_1131-QQZEB,No,No internet service,,Male,No,,23.95,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,1,No internet service,No internet service,,No internet service,71,1756.2,,,,Telecom
36,0,Two year,,TEL_5716-EZXZN,Yes,No,,Female,Fiber optic,,99.05,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,Yes,65,6416.7,,,,Telecom
29,0,One year,,TEL_6837-BJYDQ,No,No internet service,,Male,No,,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,3,61.35,,,,Telecom
69,1,Month-to-month,,TEL_2135-RXIHG,No,No,,Male,DSL,,45.65,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,1,45.65,,,,Telecom
58,0,One year,,TEL_6440-DKQGE,Yes,Yes,,Male,DSL,,64.5,No,Yes,No,No,No,Credit card (automatic),Yes,,,,,0,No,Yes,,No,30,1929.95,,,,Telecom
27,0,Month-to-month,,TEL_3466-BYAVD,Yes,Yes,,Male,DSL,,69.5,No,Yes,No,Yes,Yes,Mailed check,Yes,,,,,0,Yes,No,,Yes,15,1071.4,,,,Telecom
38,0,Month-to-month,,TEL_3780-YVMFA,Yes,No,,Female,DSL,,68.55,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,8,564.35,,,,Telecom
33,1,Month-to-month,,TEL_3874-EQOEP,No,No,,Male,Fiber optic,,95.0,Yes,No,No,No,No,Mailed check,Yes,,,,,0,Yes,Yes,,No,7,655.5,,,,Telecom
52,0,One year,,TEL_1679-JRFBR,Yes,Yes,,Female,Fiber optic,,108.15,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,70,7930.55,,,,Telecom
65,0,Two year,,TEL_9073-ZZIAY,Yes,Yes,,Male,DSL,,86.1,No,Yes,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,62,5215.25,,,,Telecom
66,0,Month-to-month,,TEL_3077-RSNTJ,Yes,No internet service,,Female,No,,19.7,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,6,113.5,,,,Telecom
54,0,Month-to-month,,TEL_6551-GNYDG,Yes,No,,Female,Fiber optic,,80.9,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,No,,No,14,1152.8,,,,Telecom
46,0,Month-to-month,,TEL_9167-APMXZ,No,No,,Female,Fiber optic,,84.15,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,22,1821.95,,,,Telecom
32,0,One year,,TEL_2749-CTKAJ,Yes,No internet service,,Male,No,,20.15,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,22,419.9,,,,Telecom
49,0,Two year,,TEL_6371-NZYEG,Yes,Yes,,Male,DSL,,64.25,No,No,Yes,No,Yes,Mailed check,Yes,,,,,0,No,Yes,,No,16,1024,,,,Telecom
37,0,Two year,,TEL_7554-NEWDD,No,No internet service,,Male,No,,25.7,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,10,251.6,,,,Telecom
55,0,Month-to-month,,TEL_8992-VONJD,Yes,No,,Female,DSL,,56.0,No,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,13,764.55,,,,Telecom
41,1,Month-to-month,,TEL_0867-MKZVY,No,No,,Female,Fiber optic,,82.4,Yes,No,Yes,No,Yes,Electronic check,Yes,,,,,0,No,No,,No,20,1592.35,,,,Telecom
56,0,Month-to-month,,TEL_4482-EWFMI,No,No,,Female,Fiber optic,,69.7,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,2,135.2,,,,Telecom
47,0,Two year,,TEL_4648-YPBTM,No,Yes,,Male,DSL,,73.9,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,No,,Yes,53,3958.25,,,,Telecom
43,0,One year,,TEL_2907-ILJBN,Yes,No internet service,,Female,No,,20.6,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,11,233.9,,,,Telecom
53,0,Two year,,TEL_6345-FZOQH,No,No internet service,,Male,No,,19.9,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,69,1363.45,,,,Telecom
61,1,Month-to-month,,TEL_3376-BMGFE,No,No,,Female,Fiber optic,,70.9,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,No,,No,4,273,,,,Telecom
22,0,Two year,,TEL_5997-OPVFA,No,Yes,,Male,DSL,,89.05,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72,6254.45,,,,Telecom
28,1,Month-to-month,,TEL_3445-HXXGF,No,Yes,,Male,DSL,,45.3,No phone service,Yes,No,Yes,Yes,Electronic check,No,,,,,1,Yes,No,,No,58,2651.2,,,,Telecom
39,0,Month-to-month,,TEL_1159-WFSGR,Yes,No internet service,,Female,No,,20.4,No,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,16,321.4,,,,Telecom
41,0,One year,,TEL_7654-YWJUF,No,Yes,,Male,Fiber optic,,84.25,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,No,,Yes,43,3539.25,,,,Telecom
42,1,Month-to-month,,TEL_1875-QIVME,No,Yes,,Female,Fiber optic,,104.4,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,2,242.8,,,,Telecom
34,0,Two year,,TEL_6727-IOTLZ,No,Yes,,Male,DSL,,81.95,No,Yes,No,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,14,1181.75,,,,Telecom
43,1,One year,,TEL_0691-JVSYA,No,Yes,,Female,Fiber optic,,94.85,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,53,5000.2,,,,Telecom
36,0,One year,,TEL_5918-VUKWP,No,No internet service,,Female,No,,20.55,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,32,654.55,,,,Telecom
26,0,Month-to-month,,TEL_1744-JHKYS,No,No internet service,,Female,No,,24.7,Yes,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,34,780.2,,,,Telecom
43,1,Month-to-month,,TEL_2656-FMOKZ,No,No,,Female,Fiber optic,,74.45,Yes,No,No,Yes,No,Mailed check,Yes,,,,,1,No,No,,No,15,1145.7,,,,Telecom
40,1,Month-to-month,,TEL_2070-FNEXE,No,No,,Female,Fiber optic,,76.45,No,No,Yes,No,No,Bank transfer (automatic),Yes,,,,,1,No,No,,No,7,503.6,,,,Telecom
40,0,Month-to-month,,TEL_5947-SGKCL,Yes,Yes,,Female,Fiber optic,,105.35,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,15,1559.25,,,,Telecom
53,0,One year,,TEL_3712-PKXZA,No,No internet service,,Male,No,,20.55,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,61,1252,,,,Telecom
59,1,Month-to-month,,TEL_6317-YPKDH,No,No,,Female,DSL,,29.95,No phone service,Yes,No,No,No,Bank transfer (automatic),No,,,,,0,No,No,,No,1,29.95,,,,Telecom
20,0,Month-to-month,,TEL_6582-OIVSP,No,No,,Female,DSL,,45.3,No,No,No,No,No,Mailed check,Yes,,,,,0,No,No,,No,1,45.3,,,,Telecom
54,1,Month-to-month,,TEL_9367-WXLCH,No,No,,Male,Fiber optic,,84.5,Yes,No,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,No,,No,8,662.65,,,,Telecom
44,0,One year,,TEL_5524-KHNJP,Yes,Yes,,Male,DSL,,74.75,No,No,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,33,2453.3,,,,Telecom
56,1,Month-to-month,,TEL_1918-ZBFQJ,No,Yes,,Female,Fiber optic,,79.25,No,Yes,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,13,1111.65,,,,Telecom
46,1,Month-to-month,,TEL_1024-GUALD,No,No,,Female,DSL,,24.8,No phone service,No,No,Yes,Yes,Electronic check,No,,,,,0,No,No,,No,1,24.8,,,,Telecom
60,0,Month-to-month,,TEL_4827-USJHP,No,No,,Male,DSL,,51.8,No,Yes,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,20,1023.85,,,,Telecom
60,0,Month-to-month,,TEL_8167-GJLRN,No,No,,Male,DSL,,30.4,No phone service,No,No,No,No,Electronic check,No,,,,,0,No,No,,Yes,3,82.15,,,,Telecom
22,0,One year,,TEL_0956-SYCWG,No,No internet service,,Female,No,,19.65,No,No internet service,No internet service,No,No,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,13,244.8,,,,Telecom
38,0,Month-to-month,,TEL_8017-UVSZU,No,No,,Female,DSL,,56.6,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,,,,,0,No,No,,No,40,2379.1,,,,Telecom
54,0,One year,,TEL_7100-FQPRV,Yes,No,,Male,DSL,,71.9,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,43,3173.35,,,,Telecom
37,1,Month-to-month,,TEL_2472-OVKUP,No,Yes,,Male,Fiber optic,,91.0,No,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,No,,No,6,531,,,,Telecom
58,0,Two year,,TEL_2984-RGEYA,Yes,No internet service,,Female,No,,19.75,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,69,1375.4,,,,Telecom
58,0,Two year,,TEL_9680-NIAUV,Yes,Yes,,Female,Fiber optic,,109.7,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,72,8129.3,,,,Telecom
62,0,Two year,,TEL_2146-EGVDT,Yes,No internet service,,Male,No,,19.3,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,59,1192.7,,,,Telecom
27,0,Month-to-month,,TEL_2604-IJPDU,No,No,,Female,Fiber optic,,96.55,No,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,Yes,20,1901.65,,,,Telecom
43,0,Two year,,TEL_9178-JHUVJ,Yes,No internet service,,Male,No,,24.1,Yes,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,24,587.4,,,,Telecom
30,0,Month-to-month,,TEL_6168-YBYNP,No,Yes,,Male,Fiber optic,,111.35,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,59,6519.75,,,,Telecom
35,0,Two year,,TEL_7255-SSFBC,Yes,Yes,,Male,Fiber optic,,112.25,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72,8041.65,,,,Telecom
56,0,Month-to-month,,TEL_3645-DEYGF,Yes,No internet service,,Male,No,,20.75,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,1,20.75,,,,Telecom
31,0,One year,,TEL_9323-HGFWY,No,No,,Female,Fiber optic,,101.9,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,27,2681.15,,,,Telecom
40,0,Month-to-month,,TEL_8544-GOQSH,No,No,,Female,Fiber optic,,80.05,No,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,Yes,14,1112.3,,,,Telecom
64,0,Two year,,TEL_3363-DTIVD,Yes,Yes,,Male,Fiber optic,,105.55,Yes,No,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,71,7405.5,,,,Telecom
22,0,Month-to-month,,TEL_7018-WBJNK,Yes,No,,Male,Fiber optic,,78.3,No,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,Yes,,No,13,1033.95,,,,Telecom
63,0,Month-to-month,,TEL_9142-KZXOP,No,No,,Male,Fiber optic,,68.85,No,No,No,No,No,Credit card (automatic),Yes,,,,,0,No,No,,No,44,2958.95,,,,Telecom
38,0,One year,,TEL_7674-YTAFD,No,No,,Female,Fiber optic,,79.95,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,No,,Yes,33,2684.85,,,,Telecom
25,0,Two year,,TEL_6348-SNFUS,Yes,Yes,,Male,DSL,,55.45,No phone service,Yes,Yes,Yes,Yes,Credit card (automatic),No,,,,,0,Yes,No,,Yes,72,4179.2,,,,Telecom
35,1,Month-to-month,,TEL_1285-OKIPP,No,No,,Male,Fiber optic,,79.9,No,No,No,No,No,Electronic check,Yes,,,,,0,Yes,No,,No,1,79.9,,,,Telecom
32,1,Month-to-month,,TEL_7825-ECJRF,No,Yes,,Female,Fiber optic,,106.6,No,No,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,19,1934.45,,,,Telecom
45,0,One year,,TEL_1347-KTTTA,No,Yes,,Male,Fiber optic,,102.45,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,64,6654.1,,,,Telecom
33,1,Month-to-month,,TEL_7841-TZDMQ,No,No,,Male,DSL,,46.0,No,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,2,84.5,,,,Telecom
65,0,Month-to-month,,TEL_4195-NZGTA,No,No,,Female,DSL,,25.25,No phone service,No,No,No,No,Electronic check,No,,,,,0,No,No,,No,1,25.25,,,,Telecom
36,0,Two year,,TEL_7157-SMCFK,Yes,No internet service,,Male,No,,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,61,1124.2,,,,Telecom
24,0,One year,,TEL_4709-LKHYG,Yes,No internet service,,Female,No,,20.0,No,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,29,540.05,,,,Telecom
51,0,Month-to-month,,TEL_2504-DSHIH,No,No,,Male,Fiber optic,,86.8,Yes,No,No,No,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,23,1975.85,,,,Telecom
23,0,Month-to-month,,TEL_0699-NDKJM,No,Yes,,Female,DSL,,58.75,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,,,,,0,Yes,Yes,,No,57,3437.45,,,,Telecom
39,0,Two year,,TEL_9286-BHDQG,Yes,Yes,,Male,DSL,,45.25,No phone service,Yes,Yes,No,Yes,Credit card (automatic),No,,,,,0,No,No,,Yes,72,3139.8,,,,Telecom
31,0,Two year,,TEL_0230-WEQUW,No,Yes,,Male,DSL,,56.6,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,,,,,0,No,Yes,,Yes,66,3789.2,,,,Telecom
42,0,Two year,,TEL_2040-LDIWQ,Yes,Yes,,Male,DSL,,84.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,65,5324.5,,,,Telecom
32,0,Month-to-month,,TEL_6496-JDSSB,No,No,,Female,Fiber optic,,80.0,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,8,624.6,,,,Telecom
25,1,Month-to-month,,TEL_9408-SSNVZ,No,No,,Female,Fiber optic,,70.15,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,4,268.35,,,,Telecom
52,0,Two year,,TEL_4443-EMBNA,No,No internet service,,Female,No,,24.75,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71,1836.9,,,,Telecom
22,0,One year,,TEL_6469-MRVET,Yes,No internet service,,Male,No,,20.2,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,1,20.2,,,,Telecom
54,1,Month-to-month,,TEL_0742-MOABM,No,No,,Male,DSL,,50.05,No,No,No,No,Yes,Mailed check,Yes,,,,,0,No,No,,Yes,4,179.35,,,,Telecom
21,0,One year,,TEL_5961-VUSRV,No,No internet service,,Female,No,,19.35,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,12,219.35,,,,Telecom
65,0,One year,,TEL_6778-JFCMK,No,No,,Male,DSL,,50.6,No phone service,No,Yes,Yes,No,Mailed check,No,,,,,0,Yes,Yes,,No,24,1288.75,,,,Telecom
38,0,One year,,TEL_6341-JVQGF,Yes,Yes,,Female,DSL,,81.15,No,No,Yes,Yes,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,31,2545.75,,,,Telecom
39,1,Month-to-month,,TEL_2232-DMLXU,No,No,,Female,DSL,,55.2,No,No,No,No,Yes,Mailed check,Yes,,,,,0,No,Yes,,No,1,55.2,,,,Telecom
46,0,Month-to-month,,TEL_4811-JBUVU,No,No,,Male,Fiber optic,,89.9,Yes,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,30,2723.15,,,,Telecom
57,0,Two year,,TEL_0945-TSONX,Yes,No,,Female,DSL,,85.3,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,47,4107.25,,,,Telecom
39,0,Two year,,TEL_2651-ZCBXV,No,No,,Male,Fiber optic,,108.0,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,54,5760.65,,,,Telecom
45,0,Month-to-month,,TEL_3316-UWXUY,No,No,,Male,Fiber optic,,93.5,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,50,4747.5,,,,Telecom
68,1,Month-to-month,,TEL_8937-RDTHP,No,No,,Male,Fiber optic,,84.6,No,No,Yes,Yes,No,Mailed check,Yes,,,,,0,Yes,No,,No,1,84.6,,,,Telecom
62,0,Two year,,TEL_7083-MIOPC,No,No internet service,,Female,No,,20.25,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,72,1566.9,,,,Telecom
61,0,Month-to-month,,TEL_1984-GPTEH,No,No internet service,,Female,No,,25.15,Yes,No internet service,No internet service,No,No,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,29,702,,,,Telecom
50,1,Month-to-month,,TEL_1251-KRREG,No,No,,Male,DSL,,54.4,Yes,Yes,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,2,114.1,,,,Telecom
63,0,Two year,,TEL_0621-JFHOL,No,No,,Female,DSL,,29.6,No phone service,No,No,Yes,No,Mailed check,No,,,,,0,No,No,,Yes,10,299.05,,,,Telecom
70,0,Month-to-month,,TEL_9903-LYSAB,No,No,,Male,Fiber optic,,73.15,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,No,18,1305.95,,,,Telecom
67,1,Month-to-month,,TEL_0094-OIFMO,No,No,,Female,Fiber optic,,95.0,No,Yes,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,No,11,1120.3,,,,Telecom
48,0,Two year,,TEL_9227-UAQFT,No,No internet service,,Male,No,,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,16,284.35,,,,Telecom
25,0,Two year,,TEL_7301-ABVAD,No,Yes,,Female,DSL,,86.6,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72,6350.5,,,,Telecom
64,0,Two year,,TEL_6614-FHDBO,No,Yes,,Male,Fiber optic,,109.2,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72,7878.3,,,,Telecom
22,0,One year,,TEL_7576-ASEJU,Yes,No,,Female,DSL,,74.7,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,41,3187.65,,,,Telecom
46,0,Month-to-month,,TEL_9058-HRZSV,No,Yes,,Female,Fiber optic,,94.4,No,Yes,Yes,No,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,65,6126.15,,,,Telecom
50,0,Month-to-month,,TEL_4522-AKYLR,No,Yes,,Female,DSL,,54.8,No,Yes,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,13,731.3,,,,Telecom
57,0,Month-to-month,,TEL_0221-WMXNQ,No,No,,Male,Fiber optic,,75.35,No,No,Yes,No,No,Electronic check,Yes,,,,,1,No,No,,No,4,273.4,,,,Telecom
52,0,One year,,TEL_0303-UNCIP,No,Yes,,Male,DSL,,65.0,Yes,No,No,No,No,Mailed check,Yes,,,,,0,Yes,No,,No,41,2531.8,,,,Telecom
47,1,Month-to-month,,TEL_9947-OTFQU,No,No,,Male,Fiber optic,,74.4,No,Yes,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,15,1074.3,,,,Telecom
37,1,Month-to-month,,TEL_0322-YINQP,No,No,,Male,DSL,,48.55,No,No,Yes,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,1,48.55,,,,Telecom
61,0,One year,,TEL_0959-WHOKV,No,Yes,,Male,Fiber optic,,99.0,Yes,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,No,42,4298.45,,,,Telecom
43,0,One year,,TEL_4075-JFPGR,No,Yes,,Female,Fiber optic,,93.5,No,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,No,51,4619.55,,,,Telecom
51,1,Month-to-month,,TEL_4629-NRXKX,Yes,No,,Female,Fiber optic,,70.4,No,No,No,No,Yes,Electronic check,Yes,,,,,0,No,No,,No,2,147.15,,,,Telecom
69,1,Month-to-month,,TEL_9514-JDSKI,No,No,,Male,DSL,,40.2,No phone service,Yes,No,No,Yes,Electronic check,No,,,,,1,No,Yes,,No,1,40.2,,,,Telecom
22,0,One year,,TEL_3282-ZISZV,Yes,Yes,,Male,DSL,,83.7,Yes,Yes,No,No,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,32,2633.3,,,,Telecom
22,0,Month-to-month,,TEL_3675-YDUPJ,No,No internet service,,Male,No,,19.85,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,10,193.05,,,,Telecom
61,0,Two year,,TEL_4111-BNXIF,Yes,Yes,,Female,DSL,,59.55,No phone service,Yes,No,Yes,Yes,Electronic check,No,,,,,0,Yes,Yes,,Yes,67,4103.9,,,,Telecom
53,0,Two year,,TEL_7017-VFHAY,Yes,Yes,,Female,Fiber optic,,115.1,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,61,7008.15,,,,Telecom
48,0,One year,,TEL_6655-LHBYW,No,Yes,,Male,Fiber optic,,114.35,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,50,5791.1,,,,Telecom
24,1,Month-to-month,,TEL_4959-JOSRX,No,No,,Female,DSL,,44.6,No,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,No,,No,2,80.55,,,,Telecom
67,0,Month-to-month,,TEL_5046-NUHWD,No,Yes,,Female,DSL,,45.0,No phone service,No,Yes,Yes,Yes,Electronic check,No,,,,,1,Yes,No,,No,29,1228.65,,,,Telecom
38,1,Month-to-month,,TEL_7273-TEFQD,No,Yes,,Male,DSL,,41.15,No phone service,No,No,Yes,No,Electronic check,No,,,,,1,Yes,No,,No,3,132.2,,,,Telecom
36,1,Month-to-month,,TEL_3606-TWKGI,No,Yes,,Male,Fiber optic,,106.9,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,No,13,1364.3,,,,Telecom
44,0,Month-to-month,,TEL_7529-ZDFXI,No,No,,Male,Fiber optic,,89.85,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,57,4925.35,,,,Telecom
25,0,Two year,,TEL_7605-BDWDC,No,No,,Female,DSL,,49.85,No phone service,Yes,Yes,Yes,No,Bank transfer (automatic),No,,,,,0,Yes,No,,Yes,31,1520.1,,,,Telecom
39,0,One year,,TEL_1950-KSVVJ,No,Yes,,Female,Fiber optic,,113.3,Yes,Yes,Yes,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,45,5032.25,,,,Telecom
60,0,Two year,,TEL_0123-CRBRT,Yes,Yes,,Female,DSL,,88.1,Yes,Yes,Yes,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,61,5526.75,,,,Telecom
47,0,Two year,,TEL_6292-TOSSS,No,No internet service,,Male,No,,24.9,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,50,1195.25,,,,Telecom
23,0,Month-to-month,,TEL_3197-ARFOY,No,No,,Female,Fiber optic,,105.0,No,Yes,Yes,Yes,No,Mailed check,Yes,,,,,1,Yes,Yes,,Yes,19,2007.25,,,,Telecom
